school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,data_source,sleep_hours,mobile_social_hours,core_ability,Math_marks,Math_self_rating,Science_marks,Science_self_rating,Social_Science_marks,Social_Science_self_rating,English_marks,English_self_rating,Hindi_marks,Hindi_self_rating,Total_marks,Average_marks
MS,M,17,U,GT3,T,3,3,services,at_home,course,mother,2,4,1,no,yes,yes,yes,yes,yes,no,no,5,4,5,3,4,5,0,real_uci_base,6.9,5.4,48.24547546238362,51,3,53,3,39,3,52,3,49,3,244,48.8
MS,F,16,U,GT3,T,2,1,other,services,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,1,0,real_uci_base,8.1,4.8,66.40235011010788,82,5,62,4,80,4,61,4,80,4,365,73.0
MS,F,16,U,GT3,T,2,2,services,other,course,mother,1,1,0,no,yes,yes,yes,yes,yes,no,yes,4,2,5,1,2,5,0,real_uci_base,9.2,3.5,43.58879379142052,68,4,39,3,47,3,57,3,49,3,260,52.0
MS,M,17,U,GT3,T,1,2,other,other,course,father,1,1,1,no,yes,no,yes,yes,no,yes,yes,5,3,5,5,5,1,12,real_uci_base,7.2,5.7,32.77724951234378,34,2,27,2,44,2,22,2,32,3,159,31.8
MS,M,16,U,LE3,T,4,3,other,other,course,father,1,1,0,no,no,no,yes,yes,yes,yes,no,4,2,5,1,5,5,8,real_uci_base,7.1,8.0,36.8916328067148,36,3,63,4,40,3,37,3,39,2,215,43.0
MS,M,17,R,LE3,T,2,2,services,services,other,mother,3,4,1,no,yes,no,no,yes,yes,no,no,1,3,5,3,5,3,2,real_uci_base,7.5,6.2,42.60372761686103,49,3,52,3,42,3,38,3,49,4,230,46.0
MS,F,16,U,GT3,T,1,1,other,other,course,other,1,4,0,yes,yes,no,yes,yes,yes,yes,no,2,2,1,1,1,5,0,real_uci_base,7.2,2.9,69.70219096137959,81,5,76,3,76,3,76,5,68,3,377,75.4
MS,F,19,U,LE3,T,2,2,other,other,home,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,4,5,1,1,1,0,real_uci_base,8.4,6.4,67.11135453163193,82,5,66,4,79,4,70,4,64,4,361,72.2
MS,F,17,R,GT3,T,1,1,at_home,other,reputation,mother,2,1,0,no,yes,no,yes,no,yes,yes,yes,4,4,5,1,2,5,0,real_uci_base,8.1,7.3,40.24512463832547,46,3,38,3,46,3,34,2,38,2,202,40.4
MS,F,20,U,GT3,T,3,3,at_home,services,other,mother,2,2,1,no,no,no,yes,yes,yes,yes,yes,3,3,4,2,4,3,8,real_uci_base,7.0,7.3,31.030541678870765,35,2,35,2,34,2,36,2,28,2,168,33.6
MS,F,17,U,LE3,T,1,1,other,services,course,father,1,3,0,no,yes,no,no,yes,yes,no,yes,4,3,3,1,1,3,0,real_uci_base,7.5,4.8,57.27447730886672,68,4,69,3,53,3,55,3,50,2,295,59.0
MS,M,17,R,GT3,T,2,2,other,other,course,mother,3,1,1,no,yes,no,no,no,yes,yes,no,4,4,5,1,2,5,0,real_uci_base,8.4,6.7,37.267745169392704,52,2,42,2,39,1,40,2,39,3,212,42.4
MS,F,16,R,LE3,T,1,1,at_home,other,course,father,3,2,0,no,yes,no,no,yes,yes,no,no,5,3,2,1,1,1,0,real_uci_base,7.9,3.6,61.61782212121853,73,4,59,4,68,4,59,4,64,4,323,64.6
MS,F,17,R,GT3,T,2,2,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,no,no,5,3,2,1,1,1,0,real_uci_base,7.7,4.3,57.53537915396491,59,3,66,5,57,4,42,3,60,3,284,56.8
MS,F,17,U,GT3,A,1,0,other,other,other,mother,2,2,0,no,no,no,no,yes,yes,yes,yes,4,4,5,1,1,4,1,real_uci_base,8.1,7.0,50.46331778813892,52,3,46,4,56,3,56,3,57,3,267,53.4
MS,F,18,R,GT3,T,1,1,at_home,other,other,mother,1,2,1,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,1,5,9,real_uci_base,8.1,3.7,51.82015839362564,65,3,39,2,65,3,45,2,54,3,268,53.6
MS,F,16,U,GT3,T,3,1,other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,1,3,1,3,1,0,real_uci_base,8.3,4.1,48.75785767358871,60,3,53,4,55,3,51,2,53,3,272,54.4
MS,F,16,U,GT3,T,3,2,services,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,1,3,1,4,3,2,real_uci_base,7.8,3.6,48.989917136028666,52,3,42,2,58,3,53,4,53,3,258,51.6
MS,F,18,U,LE3,T,1,1,other,at_home,reputation,mother,2,2,0,yes,no,no,no,yes,yes,no,no,2,3,5,1,4,3,8,real_uci_base,7.2,5.6,30.50653504945959,25,2,29,2,20,2,33,2,24,2,131,26.2
MS,F,16,R,GT3,T,4,4,health,teacher,reputation,father,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,3,2,3,2,0,real_uci_base,7.4,7.7,35.755619179025615,37,2,60,3,15,1,27,2,29,2,168,33.6
MS,F,16,R,LE3,T,1,2,other,other,reputation,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,5,4,5,1,4,2,0,real_uci_base,8.5,6.9,43.56025437538101,54,4,45,3,47,3,50,3,41,3,237,47.4
MS,F,18,U,GT3,A,2,4,other,services,reputation,father,1,2,1,no,yes,no,no,yes,yes,yes,no,2,3,2,1,3,1,8,real_uci_base,6.7,5.2,36.72105461231477,36,2,40,3,44,4,32,2,32,2,184,36.8
MS,M,16,R,GT3,T,2,1,other,services,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,5,2,1,1,1,2,0,real_uci_base,7.5,4.7,51.70130395051154,58,3,58,3,47,3,60,4,56,3,279,55.8
MS,F,16,U,LE3,T,1,1,at_home,other,other,mother,3,2,0,no,yes,no,no,yes,yes,yes,no,4,3,2,1,3,5,6,real_uci_base,7.0,5.3,46.12118122511807,52,3,49,3,50,4,39,3,51,3,241,48.2
MS,F,16,R,GT3,T,2,3,at_home,services,other,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,3,3,3,1,1,2,0,real_uci_base,7.3,5.6,52.30757762481855,51,4,50,3,55,3,52,3,53,3,261,52.2
MS,F,16,U,GT3,T,4,4,health,health,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,4,1,2,3,4,real_uci_base,8.2,6.2,62.8066815038034,80,4,71,4,70,5,59,3,71,3,351,70.2
MS,M,18,U,LE3,T,4,4,at_home,health,home,mother,1,4,0,no,yes,no,yes,yes,no,yes,yes,5,5,5,5,5,5,2,real_uci_base,7.1,8.0,57.46666520955388,65,3,77,5,58,3,56,3,55,3,311,62.2
MS,F,16,R,LE3,T,3,4,at_home,other,other,mother,3,2,0,no,yes,no,no,no,yes,no,no,4,2,1,1,1,2,2,real_uci_base,7.2,1.9,58.298460289579,64,3,49,2,50,3,57,4,53,4,273,54.6
MS,M,17,U,LE3,T,4,4,other,services,home,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,2,5,0,real_uci_base,6.2,6.5,65.04099743375573,57,3,74,4,62,4,65,3,59,3,317,63.4
MS,F,17,R,GT3,T,4,1,other,other,other,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,4,2,3,1,2,5,1,real_uci_base,8.0,4.4,49.17721355032278,61,4,48,2,43,2,53,4,48,3,253,50.6
MS,M,16,U,LE3,T,2,2,services,services,other,mother,4,3,0,no,no,no,no,yes,yes,no,no,5,1,3,2,2,3,0,real_uci_base,7.3,3.5,64.70922010203385,76,4,72,4,66,4,55,4,57,3,326,65.2
MS,F,17,R,GT3,T,2,2,at_home,other,other,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,5,1,3,1,2,5,5,real_uci_base,8.9,3.9,44.6655357628432,61,3,41,3,46,3,38,3,59,4,245,49.0
MS,F,16,U,LE3,T,4,4,services,services,other,father,2,1,0,no,yes,no,no,yes,yes,no,no,5,1,3,1,2,5,1,real_uci_base,7.1,2.8,53.21103868701538,52,3,53,3,49,3,52,4,45,3,251,50.2
MS,M,17,U,GT3,T,3,3,services,services,home,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4,1,4,5,5,3,8,real_uci_base,7.5,4.8,39.31500938111417,42,3,34,2,38,3,54,4,46,3,214,42.8
MS,M,17,U,GT3,T,1,1,at_home,services,other,mother,3,2,0,no,no,no,no,yes,yes,yes,yes,5,1,3,3,3,1,0,real_uci_base,7.3,5.4,46.80697186126211,54,4,65,3,43,2,43,2,30,3,235,47.0
MS,M,16,U,GT3,T,2,1,health,services,other,mother,2,2,0,no,no,no,no,no,yes,yes,yes,4,2,2,1,4,5,2,real_uci_base,8.3,5.1,51.548962212201,62,3,59,2,57,4,59,3,57,3,294,58.8
MS,F,16,U,LE3,T,2,1,other,services,other,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,3,2,2,1,1,3,0,real_uci_base,7.1,3.4,51.51812548014155,54,3,48,3,55,4,50,4,54,4,261,52.2
MS,M,16,U,LE3,T,4,4,teacher,health,other,father,1,1,0,no,yes,no,no,yes,yes,yes,no,4,1,2,2,5,5,0,real_uci_base,7.5,3.9,39.21184129737762,45,2,44,3,32,2,47,3,47,3,215,43.0
MS,M,15,R,GT3,T,1,2,other,services,course,mother,3,2,0,no,yes,no,yes,yes,yes,no,no,5,5,5,1,3,5,11,real_uci_base,7.9,5.0,45.85335669846967,54,4,43,2,46,3,34,2,39,3,216,43.2
MS,M,15,U,LE3,A,2,2,other,other,reputation,mother,3,4,0,no,yes,no,yes,yes,yes,no,no,5,4,5,2,3,5,8,real_uci_base,7.0,4.1,66.08291080286288,79,4,66,4,65,3,65,3,68,3,343,68.6
MS,M,15,U,LE3,A,2,1,services,services,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,2,5,11,real_uci_base,7.2,4.8,38.97574352454136,40,3,40,2,36,2,33,2,46,3,195,39.0
MS,F,16,R,LE3,T,2,2,other,other,course,mother,1,3,0,no,yes,no,no,no,yes,no,yes,4,3,3,2,2,5,2,real_uci_base,7.2,3.9,56.80169958491272,63,3,53,4,63,4,40,2,53,3,272,54.4
MS,F,16,U,LE3,T,4,1,other,other,home,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,1,2,4,2,2,1,8,real_uci_base,8.0,7.1,49.03825903543562,61,4,68,5,59,4,50,4,55,3,293,58.6
MS,F,17,U,GT3,T,3,2,at_home,other,home,mother,2,1,0,no,no,no,no,yes,yes,no,yes,4,3,3,2,2,1,5,real_uci_base,6.8,4.7,39.86816063644646,34,2,42,2,29,3,46,3,35,2,186,37.2
MS,F,17,R,GT3,T,2,2,other,other,other,mother,2,2,0,yes,no,yes,no,yes,yes,no,no,5,1,3,1,1,5,0,real_uci_base,7.2,2.3,50.6031806905426,56,4,42,3,41,3,51,4,56,4,246,49.2
MS,F,16,U,GT3,T,4,4,teacher,services,course,mother,2,3,0,no,yes,no,no,yes,yes,yes,yes,5,3,5,1,4,5,1,real_uci_base,6.6,5.6,59.45621328284703,51,3,55,3,60,3,65,3,59,3,290,58.0
MS,M,17,R,GT3,T,4,4,health,other,course,father,3,1,3,no,no,no,yes,yes,yes,yes,yes,3,3,3,1,3,5,2,real_uci_base,8.4,6.4,20.0,30,2,33,1,14,1,44,2,18,2,139,27.8
MS,M,17,R,LE3,T,1,3,other,other,course,father,2,1,0,no,no,no,yes,yes,yes,no,yes,5,1,2,3,3,5,2,real_uci_base,6.3,4.7,35.89252208148048,19,1,58,3,21,2,31,2,36,2,165,33.0
MS,M,17,U,GT3,T,3,4,services,other,other,mother,1,2,1,no,yes,no,yes,no,yes,yes,yes,5,4,4,3,4,5,8,real_uci_base,7.0,5.2,39.387729264607856,43,3,35,3,39,2,46,2,35,3,198,39.6
MS,F,17,U,GT3,T,4,4,health,health,course,father,1,2,0,no,yes,no,no,yes,yes,yes,no,5,2,5,1,1,5,0,real_uci_base,7.5,4.4,65.77903388348071,72,4,61,4,66,3,68,4,70,4,337,67.4
MS,M,16,R,LE3,T,4,1,other,at_home,other,father,1,1,0,no,no,no,no,yes,yes,yes,no,4,1,2,2,1,2,0,real_uci_base,8.4,5.4,48.02426863059311,61,3,61,4,45,4,56,3,36,2,259,51.8
MS,F,17,U,GT3,A,1,1,at_home,at_home,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,5,5,1,2,3,2,real_uci_base,7.5,7.7,46.23188643611743,52,3,49,3,47,3,49,3,53,2,250,50.0
MS,F,17,R,GT3,T,4,2,other,other,course,mother,2,2,0,yes,yes,no,no,no,yes,yes,no,4,3,3,2,3,5,0,real_uci_base,6.9,4.9,63.21044619109254,63,3,57,3,74,4,65,3,62,4,321,64.2
MS,M,16,U,LE3,A,2,2,other,services,course,father,2,2,0,no,yes,no,no,no,yes,yes,yes,4,1,2,2,2,5,0,real_uci_base,8.4,4.3,51.30272683065461,65,3,61,4,49,3,61,3,44,2,280,56.0
MS,M,17,U,GT3,T,3,2,other,other,other,father,2,2,0,no,yes,yes,no,yes,yes,yes,no,4,1,2,2,2,1,0,real_uci_base,6.1,2.1,56.74009180786802,48,3,42,4,55,3,60,3,52,3,257,51.4
MS,M,19,U,GT3,T,1,1,other,other,other,mother,1,2,2,no,yes,no,yes,yes,no,yes,no,4,4,3,3,4,4,2,real_uci_base,5.9,6.7,20.0,4,1,23,2,16,1,19,2,17,1,79,15.8
MS,M,17,U,LE3,A,1,0,other,other,home,mother,1,1,0,no,no,no,no,yes,yes,no,yes,4,1,2,1,1,5,4,real_uci_base,7.7,3.3,40.63184168067816,39,2,50,2,29,2,20,2,38,2,176,35.2
MS,F,17,R,GT3,T,1,1,at_home,at_home,course,father,2,1,0,no,yes,no,yes,yes,no,yes,yes,3,5,5,2,2,4,3,real_uci_base,7.4,8.0,30.990554079493386,26,2,41,2,29,3,34,2,26,1,156,31.2
MS,F,16,R,GT3,T,1,2,other,other,home,father,1,3,0,yes,yes,no,no,no,yes,yes,yes,4,3,4,1,1,3,5,real_uci_base,6.3,4.9,51.057448570869866,47,2,45,3,37,2,66,4,55,3,250,50.0
MS,M,16,R,LE3,T,1,2,other,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,no,no,4,4,4,2,4,5,4,real_uci_base,8.1,5.1,43.32685478528276,50,3,43,3,44,2,47,4,33,3,217,43.4
MS,F,17,R,GT3,T,3,1,other,other,course,mother,2,2,3,no,yes,no,yes,no,yes,yes,yes,5,4,4,1,1,5,2,real_uci_base,7.6,5.8,40.85445472020455,40,3,40,3,59,4,43,3,43,3,225,45.0
MS,M,17,R,GT3,T,2,2,other,other,course,mother,2,1,0,no,no,no,yes,yes,no,no,yes,5,5,5,3,5,5,0,real_uci_base,7.4,6.4,35.48373938234496,37,3,43,2,27,2,48,3,38,2,193,38.6
MS,M,18,R,GT3,T,1,0,at_home,at_home,course,other,3,1,1,yes,yes,no,no,yes,yes,no,no,4,3,2,1,1,4,0,real_uci_base,6.7,3.6,32.77024816630722,24,1,30,2,33,1,32,2,33,2,152,30.4
MS,M,17,R,GT3,T,1,1,other,services,course,mother,2,1,0,no,yes,no,yes,no,yes,yes,yes,4,5,5,1,3,2,0,real_uci_base,8.4,7.1,38.94126192133251,48,2,45,3,43,3,29,2,38,3,203,40.6
MS,M,18,U,LE3,T,1,1,at_home,at_home,course,mother,2,2,0,no,yes,no,yes,yes,yes,no,no,4,3,3,1,4,5,6,real_uci_base,7.8,3.9,50.35479309225848,60,3,53,3,39,3,42,2,44,2,238,47.6
MS,F,16,R,LE3,T,2,2,other,services,course,father,1,2,0,no,no,no,yes,yes,yes,no,yes,5,4,3,1,1,1,0,real_uci_base,7.3,5.1,56.65130487172871,56,3,66,3,58,4,65,4,53,3,298,59.6
MS,M,16,R,GT3,T,3,2,services,other,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,4,5,5,2,3,5,2,real_uci_base,9.0,7.8,46.76457476368871,65,4,51,3,43,4,43,2,55,4,257,51.4
MS,M,16,R,LE3,T,1,1,at_home,other,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4,5,5,2,4,5,0,real_uci_base,7.0,6.9,21.22164757678875,13,1,16,1,6,1,22,1,33,2,90,18.0
MS,M,18,R,GT3,T,1,1,services,other,course,other,2,1,1,no,yes,no,no,yes,no,yes,yes,5,3,3,2,3,5,2,real_uci_base,6.5,5.9,20.0,6,1,20,2,6,1,14,2,19,1,65,13.0
MS,M,19,U,GT3,T,3,2,at_home,services,course,mother,2,1,3,no,no,no,yes,yes,yes,no,no,3,2,1,1,1,3,4,real_uci_base,7.0,2.5,20.0,18,2,14,2,7,1,19,2,27,2,85,17.0
MS,M,18,U,GT3,T,3,3,at_home,at_home,course,mother,1,2,2,no,yes,no,yes,yes,no,yes,no,4,4,5,1,3,3,9,real_uci_base,7.4,7.0,35.983801125262254,45,3,44,3,50,2,33,2,23,2,195,39.0
MS,M,16,R,GT3,T,2,2,services,services,course,mother,2,1,0,no,yes,no,yes,yes,yes,yes,yes,5,4,3,2,4,4,6,real_uci_base,7.8,5.8,32.46611181036643,39,3,35,2,24,2,32,2,45,4,175,35.0
MS,M,19,U,GT3,T,2,1,at_home,other,course,other,2,1,3,no,no,no,yes,no,no,yes,yes,4,4,3,1,3,5,4,real_uci_base,7.5,8.0,20.0,23,2,45,1,2,1,21,2,21,3,112,22.4
MS,F,16,U,GT3,A,3,2,services,at_home,course,mother,2,2,2,no,yes,no,yes,yes,yes,no,yes,2,5,5,1,1,1,8,real_uci_base,7.7,5.0,35.47707643731525,39,2,30,2,45,3,53,3,36,3,203,40.6
MS,F,17,U,GT3,T,1,1,other,at_home,course,mother,1,1,0,no,yes,no,yes,yes,yes,no,no,4,3,2,1,2,5,9,real_uci_base,6.7,5.2,39.55194334221628,25,3,54,3,34,3,42,3,52,3,207,41.4
MS,M,20,R,GT3,T,1,1,other,other,course,other,2,1,1,no,yes,no,no,yes,no,yes,yes,4,4,3,2,4,4,12,real_uci_base,8.7,7.8,20.0,39,4,32,2,9,1,12,2,23,3,115,23.0
MS,F,18,R,GT3,A,4,3,services,services,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,4,4,3,4,2,8,real_uci_base,7.6,7.0,35.786762395674415,45,3,31,4,21,1,34,3,32,2,163,32.6
MS,M,18,R,GT3,T,3,2,other,other,course,mother,2,1,0,no,yes,no,no,no,yes,yes,no,2,5,5,5,5,5,8,real_uci_base,8.5,8.0,22.73153768219195,39,2,35,3,24,2,20,1,17,2,135,27.0
MS,M,19,R,GT3,T,1,1,other,services,home,other,3,2,1,no,no,no,no,yes,yes,yes,no,5,4,4,3,3,2,8,real_uci_base,7.6,7.4,32.343211904843635,37,2,42,4,34,3,30,2,28,3,171,34.2
MS,M,17,U,GT3,T,3,3,health,other,course,mother,2,2,1,no,yes,no,no,yes,yes,yes,no,4,5,4,2,3,3,4,real_uci_base,7.8,7.3,35.902108342901954,38,3,43,3,35,3,42,3,42,3,200,40.0
MS,M,18,U,LE3,T,1,3,at_home,services,course,mother,1,1,0,no,no,no,no,yes,no,yes,yes,4,3,3,2,3,3,0,real_uci_base,7.9,5.9,46.99438351385311,49,3,43,2,51,3,54,2,37,3,234,46.8
MS,M,19,R,GT3,T,1,1,other,other,home,other,3,1,1,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,5,4,real_uci_base,8.0,8.0,20.0,18,2,20,2,5,1,27,1,11,1,81,16.2
MS,F,18,U,GT3,A,1,2,at_home,other,course,mother,2,2,2,no,yes,no,no,yes,yes,no,no,4,3,3,1,1,5,2,real_uci_base,7.7,5.6,28.228888809233208,36,3,37,3,23,2,25,2,29,2,150,30.0
MS,F,19,U,LE3,A,1,1,at_home,other,course,mother,1,1,0,no,yes,no,no,yes,no,no,no,1,4,4,1,1,5,0,real_uci_base,8.6,5.4,33.023676234533696,52,3,30,3,27,2,34,3,33,3,176,35.2
MS,F,18,R,GT3,T,2,2,other,other,other,mother,2,1,1,no,no,no,no,yes,no,yes,yes,5,5,5,1,1,3,0,real_uci_base,7.9,6.6,37.33195592976505,40,3,26,2,36,2,42,3,36,2,180,36.0
MS,F,17,R,GT3,T,0,0,at_home,other,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,1,5,0,real_uci_base,8.1,5.9,38.401713449059166,47,2,39,3,33,2,35,3,31,3,185,37.0
MS,F,17,R,LE3,A,3,1,other,at_home,course,other,2,3,0,no,yes,yes,no,yes,no,no,no,4,2,3,2,2,3,5,real_uci_base,6.9,3.3,62.1970626793746,71,4,63,3,67,3,42,3,57,4,300,60.0
MS,F,17,U,GT3,T,4,2,teacher,services,home,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,no,5,5,5,1,3,5,0,real_uci_base,8.5,7.3,41.053979370039656,54,3,46,3,31,2,51,3,43,2,225,45.0
MS,F,18,R,LE3,T,2,2,services,services,course,mother,1,2,1,no,yes,no,yes,yes,yes,yes,no,2,3,3,1,2,4,3,real_uci_base,6.8,6.9,34.9529488579845,41,3,37,3,36,3,24,2,34,2,172,34.4
MS,F,17,U,GT3,T,4,1,health,at_home,course,mother,1,1,0,no,yes,no,no,yes,yes,no,yes,3,2,2,1,1,5,0,real_uci_base,8.7,3.1,54.52001853927023,78,5,48,3,52,3,48,4,46,4,272,54.4
MS,F,17,U,LE3,T,1,2,at_home,other,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,5,5,1,1,1,3,0,real_uci_base,7.7,5.8,58.44988461937173,59,3,58,3,64,3,60,3,70,4,311,62.2
MS,F,18,U,GT3,T,1,1,other,other,course,mother,3,2,2,no,no,no,yes,yes,yes,no,yes,3,4,4,2,2,5,3,real_uci_base,6.4,5.6,21.42940417343915,11,1,27,2,23,2,12,1,19,1,92,18.4
MS,F,18,U,GT3,T,2,2,services,at_home,reputation,father,2,2,0,no,no,no,yes,no,yes,yes,no,4,3,5,1,1,1,2,real_uci_base,7.4,7.4,50.826751626115104,58,3,62,4,52,3,42,2,53,3,267,53.4
MS,F,17,U,GT3,T,3,3,services,services,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,1,4,0,real_uci_base,7.2,4.3,40.936823244625806,36,2,29,2,32,2,28,2,38,2,163,32.6
MS,F,18,U,LE3,A,1,2,at_home,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,yes,no,4,4,3,1,2,4,0,real_uci_base,8.0,5.9,36.82826277412185,42,3,34,2,18,2,34,2,33,2,161,32.2
MS,F,18,U,GT3,T,4,4,teacher,teacher,reputation,mother,2,2,0,no,no,no,yes,no,yes,yes,no,4,3,5,1,2,1,0,real_uci_base,6.8,6.9,58.9486462546902,62,4,62,3,58,4,62,2,54,3,298,59.6
MS,M,18,U,LE3,T,4,4,services,other,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,5,4,5,1,1,5,3,real_uci_base,7.3,8.0,48.61663823811158,51,4,56,4,45,4,62,4,51,3,265,53.0
MS,F,17,U,GT3,T,4,2,other,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,4,0,real_uci_base,6.0,5.2,59.011076138790536,48,3,62,4,65,4,49,3,53,3,277,55.4
MS,M,18,U,LE3,T,1,2,at_home,services,home,mother,2,1,0,no,yes,no,no,no,yes,no,no,4,1,4,5,5,1,8,real_uci_base,7.0,2.6,28.7795826661815,22,2,13,1,18,2,22,1,24,2,99,19.8
MS,M,18,R,GT3,T,4,4,at_home,services,other,mother,3,1,0,no,yes,yes,yes,yes,yes,yes,yes,2,5,5,1,1,1,5,real_uci_base,6.1,8.0,43.46941283717251,21,1,53,3,52,3,40,2,50,3,216,43.2
MS,M,17,R,GT3,T,1,1,other,services,other,father,3,1,0,no,no,no,no,no,no,no,no,4,2,3,3,4,4,4,real_uci_base,6.3,3.4,48.74290704326312,38,3,47,3,61,3,56,3,47,2,249,49.8
MS,F,18,U,GT3,T,2,2,other,other,course,mother,2,2,0,no,yes,no,no,no,yes,yes,yes,1,3,1,1,1,2,4,real_uci_base,7.8,4.1,53.03823365014359,60,3,48,3,63,3,51,3,63,4,285,57.0
MS,F,18,U,LE3,T,2,2,services,services,course,father,2,3,0,no,no,no,no,yes,yes,yes,yes,5,4,5,1,4,3,0,real_uci_base,7.7,6.7,57.24948903354629,67,4,55,3,61,4,63,4,40,3,286,57.2
MS,F,18,U,GT3,T,1,1,at_home,services,course,mother,3,2,1,no,no,no,no,yes,no,no,no,4,4,2,1,2,2,2,real_uci_base,7.7,4.7,41.3413364849461,52,3,38,2,32,3,37,2,49,2,208,41.6
MS,F,17,U,GT3,T,4,2,teacher,other,course,father,2,4,0,no,no,no,no,yes,yes,yes,yes,4,2,3,3,1,5,0,real_uci_base,6.0,4.6,54.39471125724452,56,3,54,3,49,3,47,4,71,4,277,55.4
MS,F,17,R,LE3,A,2,1,services,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,2,2,5,real_uci_base,7.3,3.8,60.843437614262086,69,3,47,3,63,4,51,3,65,3,295,59.0
MS,F,18,U,LE3,A,1,1,at_home,services,course,mother,1,2,0,no,no,no,no,yes,yes,no,yes,5,2,3,1,2,3,2,real_uci_base,7.2,4.9,46.5148541611696,46,2,46,3,44,3,25,2,48,3,209,41.8
MS,F,18,U,GT3,T,1,2,at_home,at_home,course,father,2,2,0,no,yes,no,no,yes,no,no,no,4,1,1,1,1,4,0,real_uci_base,6.3,3.9,54.75689953829811,47,2,66,4,55,4,51,2,56,3,275,55.0
MS,F,18,R,GT3,T,2,2,services,other,home,mother,2,3,0,no,no,no,no,yes,yes,yes,yes,4,2,1,1,1,4,5,real_uci_base,8.0,5.1,49.94179416057248,70,3,63,3,49,2,53,3,53,3,288,57.6
MS,M,17,R,GT3,T,4,3,services,other,home,mother,2,2,1,no,yes,yes,yes,no,yes,yes,yes,4,5,5,1,3,2,4,real_uci_base,8.1,6.5,36.973242012953314,49,3,34,2,36,3,49,3,32,2,200,40.0
MS,F,18,U,GT3,T,3,3,services,services,course,father,1,2,0,no,yes,no,no,yes,yes,no,yes,5,3,4,1,1,5,0,real_uci_base,7.1,4.9,66.54052439533342,74,4,66,4,72,4,69,4,61,4,342,68.4
MS,F,17,R,GT3,T,4,4,teacher,services,other,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,2,real_uci_base,7.3,5.6,54.58618626625295,59,3,58,3,52,4,64,4,48,3,281,56.2
MS,F,17,U,LE3,A,3,2,services,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,no,yes,1,2,3,1,2,5,0,real_uci_base,7.3,4.4,59.34965285625526,71,3,64,4,69,4,55,2,69,3,328,65.6
MS,M,18,U,LE3,T,1,1,other,services,home,father,2,1,0,no,no,no,no,no,yes,yes,yes,3,3,2,1,2,3,2,real_uci_base,6.1,6.0,35.980616045648894,23,1,43,3,39,3,33,2,36,2,174,34.8
MS,F,18,U,LE3,T,1,1,at_home,services,course,father,2,3,0,no,no,no,no,yes,yes,yes,no,5,3,2,1,1,4,0,real_uci_base,6.9,4.9,46.37861336225286,53,4,52,3,35,2,38,2,47,3,225,45.0
MS,F,18,R,LE3,A,1,2,at_home,other,course,mother,3,2,0,no,no,no,no,yes,yes,no,yes,4,3,4,1,4,5,0,real_uci_base,6.8,5.2,52.392405598390326,49,2,60,3,54,3,51,3,51,3,265,53.0
MS,F,18,U,GT3,T,3,3,services,services,other,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,3,3,6,real_uci_base,6.6,5.9,45.04064609346636,40,2,53,3,39,3,35,2,45,3,212,42.4
